;ev_load_shifting_z1;ev_load_shifting_z2;ev_load_shifting_z3;ev_load_shifting_z4;ev_load_shifting_z5;ev_load_shifting_z6
;4566.644355;5229.996604;1973.2475;3455.05688;5003.817012;2837.81574
;3741.798905;4514.423628;1653.581405;2834.717122;4089.140784;2336.10246
;3119.41552;3735.71186;1337.861805;2167.262952;3425.552148;1358.8068
;2047.116435;2630.783;860.33591;1382.022752;2322.560226;1019.1051
;1672.186685;1778.409308;694.58312;1083.631476;1936.961424;836.1888
;1439.73024;1389.053424;619.599715;950.140642;1703.80866;862.3197
;1492.220405;1283.822104;643.278685;1020.81226;1757.613144;898.90296
;1604.69933;1346.960896;718.26209;1295.64633;1892.124354;1128.85488
;2114.60379;1704.747384;1144.48355;2245.786972;2457.071436;2445.85224
;4191.714605;3335.832844;1839.06667;3392.237664;4555.446312;3031.1844
;5144.03617;4735.4094;1989.03348;3533.5809;5362.513572;2665.3518
;4484.15981;4651.224344;1756.190275;3211.632418;4860.338388;2435.39988
;4071.737085;4251.345328;1645.688415;3101.69879;4725.827178;2341.32864
;3944.26097;4135.590876;1661.474395;3243.042026;4932.0777;2550.37584
;4154.22163;4409.192308;1712.77883;3392.237664;5326.643916;2440.62606
;3966.756755;4524.94676;1637.795425;3376.53286;5317.676502;2346.55482
;3756.796095;4503.900496;1582.544495;3384.385262;5290.77426;2351.781
;3741.798905;4545.993024;1594.38398;3455.05688;5416.318056;2424.94752
;3809.28626;4630.17808;1641.74192;3510.023694;5550.829266;2618.31618
;4161.720225;4788.02506;1708.832335;3431.499674;5801.916858;2905.75608
;4604.13733;4588.085552;1949.56853;3753.448156;5443.220298;3266.3625
;5024.05865;5135.288416;2060.07039;3808.41497;5775.014616;3088.67238
;4724.11485;5082.672756;1945.622035;3557.138106;5308.709088;2869.17282
;4364.18229;4745.932532;1835.120175;3305.861242;4878.273216;2717.6136
;4041.742705;4430.238572;1700.939345;2983.91276;4465.772172;2435.39988
;3561.832625;3977.743896;1475.98913;2418.539816;3927.727332;1740.31794
;2662.001225;3146.416468;639.33219;1162.155496;2932.344378;715.98666
;1057.301895;1178.590784;836.65694;1272.089124;1174.731234;1029.55746
;1739.67404;1831.024968;726.15508;1115.041084;1963.863666;851.86734
;1492.220405;1431.145952;639.33219;981.55025;1694.841246;877.99824
;1529.71338;1315.3915;663.01116;1044.369466;1739.678316;909.35532
;1649.6909;1389.053424;737.994565;1319.203536;1856.254698;1144.53342
;2182.091145;1746.839912;1168.16252;2285.048982;2457.071436;2456.3046
;4364.18229;3377.925372;1858.799145;3392.237664;4573.38114;3078.22002
;5338.99964;4735.4094;1996.92647;3525.728498;5335.61133;2681.03034
;4634.13171;4661.747476;1760.13677;3211.632418;4842.40356;2440.62606
;4169.21882;4261.86846;1637.795425;3117.403594;4645.120452;2351.781
;3989.25254;4167.160272;1649.63491;3235.189624;4806.533904;2576.50674
;4191.714605;4409.192308;1704.88584;3384.385262;5201.10012;2445.85224
;4026.745515;4524.94676;1629.902435;3368.680458;5156.26305;2372.68572
;3816.784855;4503.900496;1578.598;3392.237664;5120.393394;2404.0428
;3816.784855;4567.039288;1590.437485;3462.909282;5236.969776;2456.3046
;3914.26659;4640.701212;1637.795425;3533.5809;5353.546158;2618.31618
;4296.694935;4798.548192;1716.725325;3447.204478;5622.568578;2910.98226
;4664.12609;4598.608684;1937.729045;3753.448156;5389.415814;3255.91014
;5069.05022;5114.242152;2044.28441;3808.41497;5712.242718;3052.08912
;4746.610635;5072.149624;1929.836055;3564.990508;5263.872018;2863.94664
;4356.683695;4735.4094;1819.334195;3305.861242;4833.436146;2707.16124
;4071.737085;4430.238572;1693.046355;2999.617564;4456.804758;2440.62606
;3561.832625;3988.267028;1472.042635;2489.211434;3891.857676;1776.9012
;2647.004035;3156.9396;1124.751075;1821.757264;2914.40955;1400.61624
;2099.6066;2325.612172;887.961375;1429.137164;2304.625398;1066.14072
;1709.67966;1841.5481;714.315595;1107.188682;1919.026596;872.77206
;1462.226025;1431.145952;631.4392;981.55025;1676.906418;898.90296
;1492.220405;1315.3915;655.11817;1044.369466;1739.678316;935.48622
;1604.69933;1389.053424;730.101575;1334.90834;1865.222112;1175.8905
;2122.102385;1757.363044;1148.430045;2285.048982;2457.071436;2508.5664
;4334.18791;3377.925372;1846.95966;3368.680458;4600.283382;3130.48182
;5324.00245;4703.840004;1977.193995;3486.466488;5344.578744;2660.12562
;4611.635925;4588.085552;1744.35079;3156.665604;4770.664248;2409.26898
;4124.22725;4177.683404;1618.06295;3078.141584;4510.609242;2325.6501
;3929.26378;4104.02148;1641.74192;3188.075212;4564.413726;2555.60202
;4146.723035;4346.053516;1681.20687;3329.418448;4851.370974;2440.62606
;3944.26097;4430.238572;1610.16996;3298.00884;4707.89235;2372.68572
;3756.796095;4388.146044;1562.81202;3298.00884;4573.38114;2383.13808
;3749.2975;4409.192308;1566.758515;3337.27085;4609.250796;2430.1737
;3839.28064;4461.807968;1618.06295;3392.237664;4716.859764;2623.54236
;4251.703365;4598.608684;1704.88584;3313.713644;5012.784426;2916.20844
;4724.11485;4461.807968;1949.56853;3659.219332;5201.10012;3224.55306
;5151.534765;5009.010832;2060.07039;3729.89095;5550.829266;3046.86294
;4851.590965;4966.918304;1953.515025;3486.466488;5156.26305;2848.2681
;4506.655595;4640.701212;1850.906155;3250.894428;4752.72942;2712.38742
;4251.703365;4356.576648;1716.725325;2944.65075;4376.098032;2430.1737
;3599.3256;3925.128236;1475.98913;2457.801826;3855.98802;1761.22266
;2632.006845;3114.847072;1105.0186;1766.79045;2887.507308;1411.0686
;2099.6066;2262.47338;876.12189;1358.465546;2286.69057;1087.04544
;1717.178255;1746.839912;706.422605;1067.926672;1892.124354;898.90296
;1462.226025;1368.00716;631.4392;942.28824;1641.036762;919.80768
;1507.217595;1273.298972;651.171675;1012.959858;1676.906418;961.61712
;1619.69652;1346.960896;726.15508;1287.793928;1766.580558;1196.79522
;2144.59817;1683.70112;1160.26953;2222.229766;2268.755742;2524.24494
;4589.14014;3283.217184;1850.906155;3188.075212;4241.586822;3151.38654
;5646.442035;4451.284836;2008.765955;3282.304036;5210.067534;2738.51832
;4919.07832;4325.007252;1775.92275;2952.503152;4636.153038;2445.85224
;4386.678075;3904.081972;1661.474395;2858.274328;4340.228376;2351.781
;4109.23006;3798.850652;1677.260375;2960.355554;4322.293548;2550.37584
;4341.686505;4019.836424;1728.56481;3070.289182;4609.250796;2424.94752
;4161.720225;4072.452084;1653.581405;3015.322368;4447.837344;2330.87628
;3944.26097;4009.313292;1594.38398;2999.617564;4277.456478;2325.6501
;3929.26378;4009.313292;1598.330475;3007.469966;4295.391306;2383.13808
;4041.742705;4030.359556;1653.581405;3093.846388;4394.03286;2602.63764
;4476.661215;4219.775932;1760.13677;3140.9608;4788.599076;2926.6608
;4941.574105;4240.822196;2004.81946;3502.171292;5138.328222;3276.81486
;5346.498235;4798.548192;2119.267815;3572.84291;5479.089954;3083.4462
;5024.05865;4766.978796;2012.71245;3352.975654;5057.621496;2895.30372
;4664.12609;4461.807968;1917.99657;3125.255996;4645.120452;2743.7445
;4469.16262;4177.683404;1732.511305;2826.86472;4322.293548;2435.39988
;3681.810145;3756.758124;1483.88212;2410.687414;3721.47681;1735.09176
;2684.49701;3051.70828;1116.858085;1719.676038;2744.028684;1358.8068
;2092.108005;2188.811456;876.12189;1319.203536;2107.34229;1029.55746
;1702.181065;1694.224252;702.47611;1036.517064;1694.841246;841.41498
;1447.228835;1325.914632;623.54621;910.878632;1434.78624;857.09352
;1492.220405;1220.683312;643.278685;973.697848;1434.78624;893.67678
;1619.69652;1283.822104;714.315595;1232.827114;1497.558138;1113.17634
;2129.60098;1610.039196;1156.323035;2143.705746;1981.798494;2383.13808
;4634.13171;3188.508996;1850.906155;3164.518006;3891.857676;3015.50586
;5728.92658;4419.71544;2028.49843;3313.713644;4878.273216;2628.76854
;5031.557245;4356.576648;1768.02976;2960.355554;4394.03286;2424.94752
;4491.658405;3914.605104;1653.581405;2834.717122;4089.140784;2330.87628
;4214.21039;3767.281256;1669.367385;2897.536338;4008.434058;2545.14966
;4461.664025;3946.1745;1720.67182;2968.207956;4322.293548;2440.62606
;4259.20196;3946.1745;1633.84893;2842.569524;4178.814924;2330.87628
;4041.742705;3767.281256;1578.598;2764.045504;4008.434058;2315.19774
;4041.742705;3693.619332;1586.49099;2756.193102;4026.368886;2357.00718
;4161.720225;3693.619332;1653.581405;2819.012318;4125.01044;2534.6973
;4611.635925;3861.989444;1775.92275;2944.65075;4519.576656;2853.49428
;4994.06427;4009.313292;2016.658945;3321.566046;4994.849598;3203.64834
;5368.99402;4556.516156;2115.32132;3423.647272;5317.676502;3025.95822
;5024.05865;4556.516156;1996.92647;3203.780016;4896.208044;2853.49428
;4679.12328;4272.391592;1914.050075;3023.17477;4501.641828;2733.29214
;4551.647165;4051.40582;1696.99285;2756.193102;4277.456478;2424.94752
;3734.30031;3630.48054;1432.577685;2308.606188;3640.770084;1735.09176
;2744.48577;2925.430696;1057.66066;1735.380842;2663.321958;1489.4613
;2212.085525;2251.950248;868.2289;1350.613144;2089.407462;1008.65274
;1619.69652;1704.747384;655.11817;1005.107456;1488.590724;925.03386
;1447.228835;1315.3915;607.76023;895.173828;1291.307616;872.77206
;1372.242885;1199.637048;568.29528;800.945004;1165.76382;721.21284
;1222.270985;1031.266936;536.72332;816.649808;1004.350368;846.64116
;1447.228835;1073.359464;812.97797;1264.236722;1174.731234;1395.39006
;2691.995605;1788.93244;1164.216025;2065.181726;2161.146774;2315.19774
;4206.711795;2914.907564;1641.74192;2968.207956;3371.747664;3062.54148
;5331.501045;4104.02148;1996.92647;3588.547714;4304.35872;3527.6715
;5856.402695;4893.25638;2162.67926;3886.93899;4860.338388;3658.326
;5781.416745;5219.473472;2332.378545;4153.920658;4976.91477;4008.48006
;6156.346495;5682.49128;2395.522465;4193.182668;5523.927024;3768.07578
;5728.92658;5566.736828;2237.662665;3989.020216;5254.904604;3585.15948
;5496.470135;5293.135396;2198.197715;3941.905804;5174.197878;3757.62342
;5691.433605;5366.79732;2213.983695;3926.201;5380.4484;3407.46936
;5189.02774;5166.857812;2083.74936;3682.776538;4914.142872;3511.99296
;5503.96873;5030.057096;2245.555655;3706.333744;5165.230464;3470.18352
;5481.472945;4987.964568;2320.53906;3839.824578;5165.230464;3564.25476
;5721.427985;5166.857812;2395.522465;4004.72502;5514.95961;3956.21826
;6246.329635;5493.074904;2494.18484;4083.24904;5963.33031;3600.83802
;5646.442035;5398.366716;2296.86009;3722.038548;5326.643916;3381.33846
;5249.0165;4977.441436;1874.585125;3235.189624;4905.175458;2576.50674
;3944.26097;4125.067744;1527.293565;2528.473444;3838.053192;2121.82908
;3254.39023;3314.78658;1211.573965;1853.166872;3075.823002;1311.77118
;2579.51668;2651.829264;1030.035195;1499.808782;2358.429882;1092.27162
;1837.155775;1873.117496;737.994565;989.402652;1605.167106;836.1888
;1439.73024;1252.252708;611.706725;785.2402;1219.568304;799.60554
;1364.74429;1041.790068;584.08126;722.420984;1120.92675;705.5343
;1259.76396;936.558748;564.348785;745.97819;1004.350368;773.47464
;1417.234455;968.128144;773.51302;1162.155496;1129.894164;1280.4141
;2497.032135;1641.608592;1164.216025;1994.510108;2008.700736;2158.41234
;4041.742705;2820.199376;1704.88584;3007.469966;3192.399384;3078.22002
;5451.478565;4240.822196;2170.57225;3761.300558;4322.293548;3496.31442
;5961.383025;5135.288416;2296.86009;3910.496196;4824.468732;3553.8024
;5908.89286;5240.519736;2431.04092;4193.182668;4833.436146;3731.49252
;6253.82823;5693.014412;2521.810305;4342.378306;5254.904604;3825.56376
;6373.80575;5829.815128;2549.43577;4389.492718;5434.252884;3862.14702
;6478.78608;5935.046448;2506.024325;4271.706688;5541.861852;3522.44532
;5826.408315;5608.829356;2324.485555;3981.167814;5057.621496;3585.15948
;5796.413935;5324.704792;2363.950505;4028.282226;5075.556324;3668.77836
;6036.368975;5440.459244;2438.93391;4051.839432;5317.676502;3773.30196
;6118.85352;5461.505508;2525.7568;4334.525904;5461.155126;3909.18264
;6238.83104;5819.291996;2640.205155;4617.212376;5801.916858;4463.15772
;6958.69616;6366.49486;2825.69042;4852.784436;6429.635838;4029.38478
;6336.312775;6429.633652;2561.275255;4342.378306;5846.753928;3621.74274
;5616.447655;5766.676336;2016.658945;3478.614086;5165.230464;2550.37584
;3996.751135;4419.71544;1539.13305;2552.03065;3748.379052;2012.0793
;3134.41271;3325.309712;1176.05551;1845.31447;2833.702824;1212.47376
;2174.59255;2294.042776;805.08498;1217.12231;1856.254698;982.52184
;1807.161395;1578.4698;663.01116;926.583436;1479.62331;731.6652
;1439.73024;1168.067652;548.562805;745.97819;1147.828992;731.6652
;1469.72462;989.174408;576.18827;824.50221;1147.828992;857.09352
;1694.68247;1115.451992;690.636625;1146.450692;1282.340202;1123.6287
;2294.57007;1515.331008;1191.84149;2175.115354;1757.613144;2304.74538
;4769.10642;3177.985864;1866.692135;3329.418448;3838.053192;3093.89856
;6216.335255;4672.270608;2162.67926;3635.662126;5084.523738;2963.24406
;5781.416745;4903.779512;1937.729045;3180.22281;4842.40356;2247.2574
;4476.661215;4082.975216;1610.16996;2677.669082;3891.857676;2435.39988
;4611.635925;3630.48054;1815.3877;3054.584378;4178.814924;2738.51832
;4956.571295;4209.2528;1910.10358;3203.780016;4654.087866;2613.09
;4679.12328;4251.345328;1831.17368;3093.846388;4483.707;2566.05438
;4589.14014;4135.590876;1827.227185;3093.846388;4456.804758;2675.80416
;4664.12609;4177.683404;1854.85265;3156.665604;4573.38114;2660.12562
;4694.12047;4209.2528;1914.050075;3290.156438;4618.21821;3010.27968
;5316.503855;4524.94676;2067.96338;3564.990508;5111.42598;3140.93418
;5428.98278;4745.932532;2198.197715;3847.67698;5317.676502;3412.69554
;5803.91253;5229.996604;2269.234625;3949.758206;5694.30789;3224.55306
;5511.467325;5261.566;2194.25122;3847.67698;5326.643916;3229.77924
;5428.98278;5187.904076;2186.35823;3706.333744;5183.165292;2978.9226
;5016.560055;4945.87204;1771.976255;3062.43678;4680.990108;2189.76942
;3861.776425;3946.1745;1404.95222;2332.163394;3676.63974;1630.56816
;2931.950645;2978.046356;1053.714165;1688.26643;2708.159028;1191.56904
;2234.58131;2136.195796;812.97797;1209.269908;2026.635564;961.61712
;1867.150155;1578.4698;670.90415;926.583436;1614.13452;715.98666
;1484.72181;1157.54452;556.455795;738.125788;1246.470546;721.21284
;1507.217595;989.174408;584.08126;824.50221;1237.503132;841.41498
;1732.175445;1104.92886;698.529615;1138.59829;1380.981756;1113.17634
;2332.063045;1504.807876;1195.787985;2049.476922;1874.189526;2294.29302
;4761.607825;3030.662016;1894.3176;3258.74683;3739.411638;3099.12474
;6208.83666;4577.56242;2190.304725;3612.10492;5111.42598;2984.14878
;5788.91534;4861.686984;1969.301005;3164.518006;4869.305802;2315.19774
;4521.652785;4030.359556;1625.95594;2693.373886;3882.890262;2519.01876
;4716.616255;3651.526804;1831.17368;3093.846388;4214.68458;2869.17282
;5114.04179;4251.345328;1925.88956;3219.48482;4663.05528;2743.7445
;4866.588155;4293.437856;1858.799145;3117.403594;4474.739586;2717.6136
;4829.09518;4167.160272;1862.74564;3133.108398;4447.837344;2848.2681
;4949.0727;4219.775932;1898.264095;3172.370408;4528.54407;2843.04192
;4956.571295;4230.299064;1933.78255;3282.304036;4564.413726;3172.29126
;5518.96592;4482.854232;2060.07039;3486.466488;5048.654082;3203.64834
;5533.96311;4672.270608;2186.35823;3808.41497;5228.002362;3449.2788
;5796.413935;5198.427208;2253.448645;3926.201;5613.601164;3250.68396
;5428.98278;5229.996604;2170.57225;3824.119774;5263.872018;3276.81486
;5316.503855;5166.857812;2162.67926;3690.62894;5165.230464;3015.50586
;4844.09237;4924.825776;1740.404295;3085.993986;4627.185624;2221.1265
;3719.30312;3998.79016;1381.27325;2379.277806;3712.509396;1656.69906
;2811.973125;3041.185148;1053.714165;1743.233244;2806.800582;1222.92612
;2152.096765;2209.85772;816.924465;1272.089124;2170.114188;992.9742
;1784.66561;1652.131724;666.957655;965.845446;1766.580558;726.43902
;1417.234455;1220.683312;552.5093;777.387798;1380.981756;736.89138
;1432.231645;1031.266936;576.18827;855.911818;1380.981756;851.86734
;1642.192305;1157.54452;686.69013;1177.8603;1533.427794;1128.85488
;2219.58412;1557.423536;1160.26953;2080.88653;2071.472634;2294.29302
;4446.666835;3051.70828;1831.17368;3313.713644;3936.694746;3109.5771
;5856.402695;4672.270608;2131.1073;3674.924136;5362.513572;3005.0535
;5466.475755;4945.87204;1902.21059;3235.189624;5012.784426;2294.29302
;4236.706175;4125.067744;1578.598;2716.931092;3999.466644;2492.88786
;4409.17386;3683.0962;1771.976255;3109.551192;4403.000274;2801.23248
;4761.607825;4261.86846;1858.799145;3250.894428;4788.599076;2644.44708
;4514.15419;4325.007252;1775.92275;3140.9608;4582.348554;2633.99472
;4439.16824;4198.729668;1779.869245;3133.108398;4573.38114;2754.19686
;4499.157;4219.775932;1799.60172;3164.518006;4672.022694;2738.51832
;4521.652785;4219.775932;1850.906155;3266.599232;4689.957522;3062.54148
;5121.540385;4472.3311;1969.301005;3455.05688;5138.328222;3120.02946
;5279.01088;4619.654948;2107.42833;3769.15296;5192.132706;3391.79082
;5601.450465;5135.288416;2186.35823;3902.643794;5613.601164;3198.42216
;5286.509475;5208.95034;2115.32132;3800.562568;5254.904604;3214.1007
;5204.02493;5135.288416;2103.481835;3690.62894;5156.26305;2937.11316
;4769.10642;4924.825776;1740.404295;3125.255996;4600.283382;2236.80504
;3741.798905;4082.975216;1397.05923;2449.949424;3748.379052;1661.92524
;2841.967505;3135.893336;1069.500145;1829.609666;2860.605066;1222.92612
;2167.093955;2325.612172;828.76395;1342.760742;2214.951258;987.74802
;1807.161395;1746.839912;678.79714;1028.664662;1829.352456;731.6652
;1424.73305;1304.868368;560.40229;832.354612;1452.721068;742.11756
;1439.73024;1104.92886;588.027755;910.878632;1470.655896;862.3197
;1649.6909;1231.206444;698.529615;1256.38432;1650.004176;1134.08106
;2234.58131;1662.654856;1164.216025;2182.967756;2214.951258;2283.84066
;4446.666835;3156.9396;1831.17368;3470.761684;4080.17337;3093.89856
;5871.399885;4893.25638;2150.839775;3824.119774;5452.187712;3015.50586
;5466.475755;5156.33468;1937.729045;3313.713644;5111.42598;2309.97156
;4221.708985;4240.822196;1610.16996;2811.159916;4071.205956;2529.47112
;4371.680885;3819.896916;1807.49471;3172.370408;4492.674414;2837.81574
;4679.12328;4356.576648;1890.371105;3282.304036;4851.370974;2707.16124
;4439.16824;4367.09978;1803.548215;3140.9608;4600.283382;2670.57798
;4386.678075;4209.2528;1803.548215;3133.108398;4609.250796;2780.32776
;4454.16543;4219.775932;1839.06667;3164.518006;4707.89235;2775.10158
;4454.16543;4219.775932;1886.42461;3250.894428;4725.827178;3120.02946
;5031.557245;4461.807968;1992.979975;3423.647272;5147.295636;3140.93418
;5294.00807;4567.039288;2131.1073;3729.89095;5147.295636;3407.46936
;5691.433605;5072.149624;2213.983695;3863.381784;5532.894438;3235.00542
;5421.484185;5145.811548;2150.839775;3777.005362;5183.165292;3245.45778
;5383.99121;5093.195888;2139.00029;3674.924136;5102.458566;2989.37496
;4971.568485;4893.25638;1803.548215;3148.813202;4564.413726;2330.87628
;3846.779235;4104.02148;1444.41717;2481.359032;3739.411638;1735.09176
;2946.947835;3177.985864;1085.286125;1837.462068;2869.57248;1259.50938
;2204.58693;2336.135304;844.54993;1358.465546;2223.918672;1019.1051
;1844.65437;1757.363044;694.58312;1036.517064;1847.287284;747.34374
;1477.223215;1304.868368;576.18827;832.354612;1470.655896;747.34374
;1507.217595;1104.92886;603.813735;910.878632;1488.590724;877.99824
;1739.67404;1231.206444;722.208585;1256.38432;1685.873832;1160.21196
;2354.55883;1652.131724;1207.62747;2175.115354;2223.918672;2325.6501
;4731.613445;3135.893336;1890.371105;3439.352076;4044.303714;3156.61272
;6268.82542;4851.163852;2202.14421;3784.857764;5290.77426;3078.22002
;5863.90129;5103.71902;1977.193995;3298.00884;4950.012528;2377.9119
;4514.15419;4230.299064;1629.902435;2795.455112;3954.629574;2607.86382
;4619.13452;3788.32752;1811.441205;3140.9608;4331.260962;2910.98226
;4911.579725;4303.960988;1894.3176;3250.894428;4654.087866;2796.0063
;4604.13733;4314.48412;1795.655225;3085.993986;4447.837344;2733.29214
;4469.16262;4135.590876;1771.976255;3062.43678;4438.86993;2806.45866
;4521.652785;4135.590876;1787.762235;3101.69879;4528.54407;2733.29214
;4521.652785;4135.590876;1815.3877;3211.632418;4546.478898;3036.41058
;5084.04741;4388.146044;1961.408015;3392.237664;4976.91477;3130.48182
;5346.498235;4556.516156;2111.374825;3667.071734;5030.719254;3428.37408
;5706.430795;5009.010832;2194.25122;3784.857764;5416.318056;3245.45778
;5428.98278;5040.580228;2127.160805;3698.481342;5057.621496;3266.3625
;5383.99121;4987.964568;2131.1073;3596.400116;4958.979942;3031.1844
;5069.05022;4798.548192;1736.4578;3085.993986;4474.739586;2299.5192
;3771.793285;3998.79016;1397.05923;2442.097022;3676.63974;1703.73468
;2916.953455;3125.370204;1112.91159;1923.83849;2905.442136;1573.08018
;2632.006845;2557.121076;1010.30272;1586.185204;2654.354544;1055.68836
;1882.147345;1988.871948;730.101575;1052.221868;1883.15694;810.0579
;1477.223215;1336.437764;607.76023;824.50221;1479.62331;778.70082
;1409.73586;1104.92886;580.134765;761.682994;1380.981756;684.62958
;1297.256935;989.174408;552.5093;793.092602;1255.43796;742.11756
;1462.226025;1020.743804;836.65694;1232.827114;1416.851412;1384.9377
;2811.973125;1757.363044;1262.8784;2135.853344;2519.843334;2242.03122
;4349.1851;3020.138884;1803.548215;3180.22281;3900.82509;3130.48182
;5758.92096;4472.3311;2273.18112;3941.905804;5039.686668;3522.44532
;6216.335255;5387.843584;2399.46896;4138.215854;5470.12254;3548.57622
;6081.360545;5535.167432;2525.7568;4334.525904;5514.95961;3752.39724
;6321.315585;5882.430788;2573.11474;4413.049924;5721.210132;3757.62342
;6321.315585;5924.523316;2573.11474;4405.197522;5766.047202;3778.52814
;6328.81418;5956.092712;2509.97082;4256.001884;5783.98203;3386.56464
;5661.439225;5608.829356;2300.806585;3989.020216;5210.067534;3365.65992
;5608.94906;5335.227924;2324.485555;4036.134628;5183.165292;3438.82644
;5833.90691;5419.41298;2352.11102;3957.610608;5326.643916;3511.99296
;5901.394265;5324.704792;2454.71989;4208.887472;5281.806846;3684.4569
;6073.86195;5671.968148;2581.00773;4507.278748;5721.210132;4191.39636
;6703.74393;6219.171012;2750.707015;4711.4412;6313.059456;3799.43286
;6096.357735;6240.217276;2498.131335;4216.739874;5694.30789;3428.37408
;5428.98278;5629.87562;1969.301005;3502.171292;5057.621496;2341.32864
;3914.26659;4461.807968;1519.400575;2669.81668;3990.49923;1860.52008
;3134.41271;3472.63356;1243.145925;2135.853344;3228.26904;1578.30636
;2579.51668;2651.829264;1030.035195;1499.808782;2358.429882;1092.27162
;1837.155775;1873.117496;737.994565;989.402652;1605.167106;836.1888
;1439.73024;1252.252708;611.706725;785.2402;1219.568304;799.60554
;1364.74429;1041.790068;584.08126;722.420984;1120.92675;705.5343
;1259.76396;936.558748;564.348785;745.97819;1004.350368;773.47464
;1417.234455;968.128144;773.51302;1162.155496;1129.894164;1280.4141
;2497.032135;1641.608592;1164.216025;1994.510108;2008.700736;2158.41234
;4041.742705;2820.199376;1704.88584;3007.469966;3192.399384;3078.22002
;5451.478565;4240.822196;2170.57225;3761.300558;4322.293548;3496.31442
;5961.383025;5135.288416;2296.86009;3910.496196;4824.468732;3553.8024
;5908.89286;5240.519736;2431.04092;4193.182668;4833.436146;3731.49252
;6253.82823;5693.014412;2521.810305;4342.378306;5254.904604;3825.56376
;6373.80575;5829.815128;2549.43577;4389.492718;5434.252884;3862.14702
;6478.78608;5935.046448;2506.024325;4271.706688;5541.861852;3522.44532
;5826.408315;5608.829356;2324.485555;3981.167814;5057.621496;3585.15948
;5796.413935;5324.704792;2363.950505;4028.282226;5075.556324;3668.77836
;6036.368975;5440.459244;2438.93391;4051.839432;5317.676502;3773.30196
;6118.85352;5461.505508;2525.7568;4334.525904;5461.155126;3909.18264
;6238.83104;5819.291996;2640.205155;4617.212376;5801.916858;4463.15772
;6958.69616;6366.49486;2825.69042;4852.784436;6429.635838;4029.38478
;6336.312775;6429.633652;2561.275255;4342.378306;5846.753928;3621.74274
;5616.447655;5766.676336;2016.658945;3478.614086;5165.230464;2550.37584
;3996.751135;4419.71544;1539.13305;2552.03065;3748.379052;2012.0793
;3134.41271;3325.309712;1176.05551;1845.31447;2833.702824;1212.47376
;2174.59255;2294.042776;805.08498;1217.12231;1856.254698;982.52184
;1807.161395;1578.4698;663.01116;926.583436;1479.62331;731.6652
;1439.73024;1168.067652;548.562805;745.97819;1147.828992;731.6652
;1469.72462;989.174408;576.18827;824.50221;1147.828992;857.09352
;1694.68247;1115.451992;690.636625;1146.450692;1282.340202;1123.6287
;2294.57007;1515.331008;1191.84149;2175.115354;1757.613144;2304.74538
;4769.10642;3177.985864;1866.692135;3329.418448;3838.053192;3093.89856
;6216.335255;4672.270608;2162.67926;3635.662126;5084.523738;2963.24406
;5781.416745;4903.779512;1937.729045;3180.22281;4842.40356;2247.2574
;4476.661215;4082.975216;1610.16996;2677.669082;3891.857676;2435.39988
;4611.635925;3630.48054;1815.3877;3054.584378;4178.814924;2738.51832
;4956.571295;4209.2528;1910.10358;3203.780016;4654.087866;2613.09
;4679.12328;4251.345328;1831.17368;3093.846388;4483.707;2566.05438
;4589.14014;4135.590876;1827.227185;3093.846388;4456.804758;2675.80416
;4664.12609;4177.683404;1854.85265;3156.665604;4573.38114;2660.12562
;4694.12047;4209.2528;1914.050075;3290.156438;4618.21821;3010.27968
;5316.503855;4524.94676;2067.96338;3564.990508;5111.42598;3140.93418
;5428.98278;4745.932532;2198.197715;3847.67698;5317.676502;3412.69554
;5803.91253;5229.996604;2269.234625;3949.758206;5694.30789;3224.55306
;5511.467325;5261.566;2194.25122;3847.67698;5326.643916;3229.77924
;5428.98278;5187.904076;2186.35823;3706.333744;5183.165292;2978.9226
;5016.560055;4945.87204;1771.976255;3062.43678;4680.990108;2189.76942
;3861.776425;3946.1745;1404.95222;2332.163394;3676.63974;1630.56816
;2931.950645;2978.046356;1053.714165;1688.26643;2708.159028;1191.56904
;2234.58131;2136.195796;812.97797;1209.269908;2026.635564;961.61712
;1867.150155;1578.4698;670.90415;926.583436;1614.13452;715.98666
;1484.72181;1157.54452;556.455795;738.125788;1246.470546;721.21284
;1507.217595;989.174408;584.08126;824.50221;1237.503132;841.41498
;1732.175445;1104.92886;698.529615;1138.59829;1380.981756;1113.17634
;2332.063045;1504.807876;1195.787985;2049.476922;1874.189526;2294.29302
;4761.607825;3030.662016;1894.3176;3258.74683;3739.411638;3099.12474
;6208.83666;4577.56242;2190.304725;3612.10492;5111.42598;2984.14878
;5788.91534;4861.686984;1969.301005;3164.518006;4869.305802;2315.19774
;4521.652785;4030.359556;1625.95594;2693.373886;3882.890262;2519.01876
;4716.616255;3651.526804;1831.17368;3093.846388;4214.68458;2869.17282
;5114.04179;4251.345328;1925.88956;3219.48482;4663.05528;2743.7445
;4866.588155;4293.437856;1858.799145;3117.403594;4474.739586;2717.6136
;4829.09518;4167.160272;1862.74564;3133.108398;4447.837344;2848.2681
;4949.0727;4219.775932;1898.264095;3172.370408;4528.54407;2843.04192
;4956.571295;4230.299064;1933.78255;3282.304036;4564.413726;3172.29126
;5518.96592;4482.854232;2060.07039;3486.466488;5048.654082;3203.64834
;5533.96311;4672.270608;2186.35823;3808.41497;5228.002362;3449.2788
;5796.413935;5198.427208;2253.448645;3926.201;5613.601164;3250.68396
