;ev_load_shifting_z1;ev_load_shifting_z2;ev_load_shifting_z3;ev_load_shifting_z4;ev_load_shifting_z5;ev_load_shifting_z6
779;4109.23006;3798.850652;1677.260375;2960.355554;4322.293548;2550.37584
780;4341.686505;4019.836424;1728.56481;3070.289182;4609.250796;2424.94752
781;4161.720225;4072.452084;1653.581405;3015.322368;4447.837344;2330.87628
782;3944.26097;4009.313292;1594.38398;2999.617564;4277.456478;2325.6501
783;3929.26378;4009.313292;1598.330475;3007.469966;4295.391306;2383.13808
784;4041.742705;4030.359556;1653.581405;3093.846388;4394.03286;2602.63764
785;4476.661215;4219.775932;1760.13677;3140.9608;4788.599076;2926.6608
786;4941.574105;4240.822196;2004.81946;3502.171292;5138.328222;3276.81486
787;5346.498235;4798.548192;2119.267815;3572.84291;5479.089954;3083.4462
788;5024.05865;4766.978796;2012.71245;3352.975654;5057.621496;2895.30372
789;4664.12609;4461.807968;1917.99657;3125.255996;4645.120452;2743.7445
790;4469.16262;4177.683404;1732.511305;2826.86472;4322.293548;2435.39988
791;3681.810145;3756.758124;1483.88212;2410.687414;3721.47681;1735.09176
792;2684.49701;3051.70828;1116.858085;1719.676038;2744.028684;1358.8068
793;2092.108005;2188.811456;876.12189;1319.203536;2107.34229;1029.55746
794;1702.181065;1694.224252;702.47611;1036.517064;1694.841246;841.41498
795;1447.228835;1325.914632;623.54621;910.878632;1434.78624;857.09352
796;1492.220405;1220.683312;643.278685;973.697848;1434.78624;893.67678
797;1619.69652;1283.822104;714.315595;1232.827114;1497.558138;1113.17634
798;2129.60098;1610.039196;1156.323035;2143.705746;1981.798494;2383.13808
799;4634.13171;3188.508996;1850.906155;3164.518006;3891.857676;3015.50586
800;5728.92658;4419.71544;2028.49843;3313.713644;4878.273216;2628.76854
801;5031.557245;4356.576648;1768.02976;2960.355554;4394.03286;2424.94752
802;4491.658405;3914.605104;1653.581405;2834.717122;4089.140784;2330.87628
803;4214.21039;3767.281256;1669.367385;2897.536338;4008.434058;2545.14966
804;4461.664025;3946.1745;1720.67182;2968.207956;4322.293548;2440.62606
805;4259.20196;3946.1745;1633.84893;2842.569524;4178.814924;2330.87628
806;4041.742705;3767.281256;1578.598;2764.045504;4008.434058;2315.19774
807;4041.742705;3693.619332;1586.49099;2756.193102;4026.368886;2357.00718
808;4161.720225;3693.619332;1653.581405;2819.012318;4125.01044;2534.6973
809;4611.635925;3861.989444;1775.92275;2944.65075;4519.576656;2853.49428
810;4994.06427;4009.313292;2016.658945;3321.566046;4994.849598;3203.64834
811;5368.99402;4556.516156;2115.32132;3423.647272;5317.676502;3025.95822
812;5024.05865;4556.516156;1996.92647;3203.780016;4896.208044;2853.49428
813;4679.12328;4272.391592;1914.050075;3023.17477;4501.641828;2733.29214
814;4551.647165;4051.40582;1696.99285;2756.193102;4277.456478;2424.94752
815;3734.30031;3630.48054;1432.577685;2308.606188;3640.770084;1735.09176
816;2744.48577;2925.430696;1057.66066;1735.380842;2663.321958;1489.4613
817;2212.085525;2251.950248;868.2289;1350.613144;2089.407462;1008.65274
818;1619.69652;1704.747384;655.11817;1005.107456;1488.590724;925.03386
819;1447.228835;1315.3915;607.76023;895.173828;1291.307616;872.77206
820;1372.242885;1199.637048;568.29528;800.945004;1165.76382;721.21284
821;1222.270985;1031.266936;536.72332;816.649808;1004.350368;846.64116
822;1447.228835;1073.359464;812.97797;1264.236722;1174.731234;1395.39006
823;2691.995605;1788.93244;1164.216025;2065.181726;2161.146774;2315.19774
824;4206.711795;2914.907564;1641.74192;2968.207956;3371.747664;3062.54148
825;5331.501045;4104.02148;1996.92647;3588.547714;4304.35872;3527.6715
826;5856.402695;4893.25638;2162.67926;3886.93899;4860.338388;3658.326
827;5781.416745;5219.473472;2332.378545;4153.920658;4976.91477;4008.48006
828;6156.346495;5682.49128;2395.522465;4193.182668;5523.927024;3768.07578
829;5728.92658;5566.736828;2237.662665;3989.020216;5254.904604;3585.15948
830;5496.470135;5293.135396;2198.197715;3941.905804;5174.197878;3757.62342
831;5691.433605;5366.79732;2213.983695;3926.201;5380.4484;3407.46936
832;5189.02774;5166.857812;2083.74936;3682.776538;4914.142872;3511.99296
833;5503.96873;5030.057096;2245.555655;3706.333744;5165.230464;3470.18352
834;5481.472945;4987.964568;2320.53906;3839.824578;5165.230464;3564.25476
835;5721.427985;5166.857812;2395.522465;4004.72502;5514.95961;3956.21826
836;6246.329635;5493.074904;2494.18484;4083.24904;5963.33031;3600.83802
837;5646.442035;5398.366716;2296.86009;3722.038548;5326.643916;3381.33846
838;5249.0165;4977.441436;1874.585125;3235.189624;4905.175458;2576.50674
839;3944.26097;4125.067744;1527.293565;2528.473444;3838.053192;2121.82908
840;3254.39023;3314.78658;1211.573965;1853.166872;3075.823002;1311.77118
841;2579.51668;2651.829264;1030.035195;1499.808782;2358.429882;1092.27162
842;1837.155775;1873.117496;737.994565;989.402652;1605.167106;836.1888
843;1439.73024;1252.252708;611.706725;785.2402;1219.568304;799.60554
844;1364.74429;1041.790068;584.08126;722.420984;1120.92675;705.5343
845;1259.76396;936.558748;564.348785;745.97819;1004.350368;773.47464
846;1417.234455;968.128144;773.51302;1162.155496;1129.894164;1280.4141
847;2497.032135;1641.608592;1164.216025;1994.510108;2008.700736;2158.41234
848;4041.742705;2820.199376;1704.88584;3007.469966;3192.399384;3078.22002
849;5451.478565;4240.822196;2170.57225;3761.300558;4322.293548;3496.31442
850;5961.383025;5135.288416;2296.86009;3910.496196;4824.468732;3553.8024
851;5908.89286;5240.519736;2431.04092;4193.182668;4833.436146;3731.49252
852;6253.82823;5693.014412;2521.810305;4342.378306;5254.904604;3825.56376
853;6373.80575;5829.815128;2549.43577;4389.492718;5434.252884;3862.14702
854;6478.78608;5935.046448;2506.024325;4271.706688;5541.861852;3522.44532
855;5826.408315;5608.829356;2324.485555;3981.167814;5057.621496;3585.15948
856;5796.413935;5324.704792;2363.950505;4028.282226;5075.556324;3668.77836
857;6036.368975;5440.459244;2438.93391;4051.839432;5317.676502;3773.30196
858;6118.85352;5461.505508;2525.7568;4334.525904;5461.155126;3909.18264
859;6238.83104;5819.291996;2640.205155;4617.212376;5801.916858;4463.15772
860;6958.69616;6366.49486;2825.69042;4852.784436;6429.635838;4029.38478
861;6336.312775;6429.633652;2561.275255;4342.378306;5846.753928;3621.74274
862;5616.447655;5766.676336;2016.658945;3478.614086;5165.230464;2550.37584
863;3996.751135;4419.71544;1539.13305;2552.03065;3748.379052;2012.0793
864;3134.41271;3325.309712;1176.05551;1845.31447;2833.702824;1212.47376
865;2174.59255;2294.042776;805.08498;1217.12231;1856.254698;982.52184
866;1807.161395;1578.4698;663.01116;926.583436;1479.62331;731.6652
867;1439.73024;1168.067652;548.562805;745.97819;1147.828992;731.6652
868;1469.72462;989.174408;576.18827;824.50221;1147.828992;857.09352
869;1694.68247;1115.451992;690.636625;1146.450692;1282.340202;1123.6287
870;2294.57007;1515.331008;1191.84149;2175.115354;1757.613144;2304.74538
871;4769.10642;3177.985864;1866.692135;3329.418448;3838.053192;3093.89856
872;6216.335255;4672.270608;2162.67926;3635.662126;5084.523738;2963.24406
873;5781.416745;4903.779512;1937.729045;3180.22281;4842.40356;2247.2574
874;4476.661215;4082.975216;1610.16996;2677.669082;3891.857676;2435.39988
875;4611.635925;3630.48054;1815.3877;3054.584378;4178.814924;2738.51832
876;4956.571295;4209.2528;1910.10358;3203.780016;4654.087866;2613.09
877;4679.12328;4251.345328;1831.17368;3093.846388;4483.707;2566.05438
878;4589.14014;4135.590876;1827.227185;3093.846388;4456.804758;2675.80416
879;4664.12609;4177.683404;1854.85265;3156.665604;4573.38114;2660.12562
880;4694.12047;4209.2528;1914.050075;3290.156438;4618.21821;3010.27968
881;5316.503855;4524.94676;2067.96338;3564.990508;5111.42598;3140.93418
882;5428.98278;4745.932532;2198.197715;3847.67698;5317.676502;3412.69554
883;5803.91253;5229.996604;2269.234625;3949.758206;5694.30789;3224.55306
884;5511.467325;5261.566;2194.25122;3847.67698;5326.643916;3229.77924
885;5428.98278;5187.904076;2186.35823;3706.333744;5183.165292;2978.9226
886;5016.560055;4945.87204;1771.976255;3062.43678;4680.990108;2189.76942
887;3861.776425;3946.1745;1404.95222;2332.163394;3676.63974;1630.56816
888;2931.950645;2978.046356;1053.714165;1688.26643;2708.159028;1191.56904
889;2234.58131;2136.195796;812.97797;1209.269908;2026.635564;961.61712
890;1867.150155;1578.4698;670.90415;926.583436;1614.13452;715.98666
891;1484.72181;1157.54452;556.455795;738.125788;1246.470546;721.21284
892;1507.217595;989.174408;584.08126;824.50221;1237.503132;841.41498
893;1732.175445;1104.92886;698.529615;1138.59829;1380.981756;1113.17634
894;2332.063045;1504.807876;1195.787985;2049.476922;1874.189526;2294.29302
895;4761.607825;3030.662016;1894.3176;3258.74683;3739.411638;3099.12474
896;6208.83666;4577.56242;2190.304725;3612.10492;5111.42598;2984.14878
897;5788.91534;4861.686984;1969.301005;3164.518006;4869.305802;2315.19774
898;4521.652785;4030.359556;1625.95594;2693.373886;3882.890262;2519.01876
899;4716.616255;3651.526804;1831.17368;3093.846388;4214.68458;2869.17282
900;5114.04179;4251.345328;1925.88956;3219.48482;4663.05528;2743.7445
901;4866.588155;4293.437856;1858.799145;3117.403594;4474.739586;2717.6136
902;4829.09518;4167.160272;1862.74564;3133.108398;4447.837344;2848.2681
903;4949.0727;4219.775932;1898.264095;3172.370408;4528.54407;2843.04192
904;4956.571295;4230.299064;1933.78255;3282.304036;4564.413726;3172.29126
905;5518.96592;4482.854232;2060.07039;3486.466488;5048.654082;3203.64834
906;5533.96311;4672.270608;2186.35823;3808.41497;5228.002362;3449.2788
907;5796.413935;5198.427208;2253.448645;3926.201;5613.601164;3250.68396
908;5428.98278;5229.996604;2170.57225;3824.119774;5263.872018;3276.81486
909;5316.503855;5166.857812;2162.67926;3690.62894;5165.230464;3015.50586
910;4844.09237;4924.825776;1740.404295;3085.993986;4627.185624;2221.1265
911;3719.30312;3998.79016;1381.27325;2379.277806;3712.509396;1656.69906
912;2811.973125;3041.185148;1053.714165;1743.233244;2806.800582;1222.92612
913;2152.096765;2209.85772;816.924465;1272.089124;2170.114188;992.9742
914;1784.66561;1652.131724;666.957655;965.845446;1766.580558;726.43902
915;1417.234455;1220.683312;552.5093;777.387798;1380.981756;736.89138
916;1432.231645;1031.266936;576.18827;855.911818;1380.981756;851.86734
917;1642.192305;1157.54452;686.69013;1177.8603;1533.427794;1128.85488
918;2219.58412;1557.423536;1160.26953;2080.88653;2071.472634;2294.29302
919;4446.666835;3051.70828;1831.17368;3313.713644;3936.694746;3109.5771
920;5856.402695;4672.270608;2131.1073;3674.924136;5362.513572;3005.0535
921;5466.475755;4945.87204;1902.21059;3235.189624;5012.784426;2294.29302
922;4236.706175;4125.067744;1578.598;2716.931092;3999.466644;2492.88786
923;4409.17386;3683.0962;1771.976255;3109.551192;4403.000274;2801.23248
924;4761.607825;4261.86846;1858.799145;3250.894428;4788.599076;2644.44708
925;4514.15419;4325.007252;1775.92275;3140.9608;4582.348554;2633.99472
926;4439.16824;4198.729668;1779.869245;3133.108398;4573.38114;2754.19686
927;4499.157;4219.775932;1799.60172;3164.518006;4672.022694;2738.51832
928;4521.652785;4219.775932;1850.906155;3266.599232;4689.957522;3062.54148
929;5121.540385;4472.3311;1969.301005;3455.05688;5138.328222;3120.02946
930;5279.01088;4619.654948;2107.42833;3769.15296;5192.132706;3391.79082
931;5601.450465;5135.288416;2186.35823;3902.643794;5613.601164;3198.42216
932;5286.509475;5208.95034;2115.32132;3800.562568;5254.904604;3214.1007
933;5204.02493;5135.288416;2103.481835;3690.62894;5156.26305;2937.11316
934;4769.10642;4924.825776;1740.404295;3125.255996;4600.283382;2236.80504
935;3741.798905;4082.975216;1397.05923;2449.949424;3748.379052;1661.92524
936;2841.967505;3135.893336;1069.500145;1829.609666;2860.605066;1222.92612
937;2167.093955;2325.612172;828.76395;1342.760742;2214.951258;987.74802
938;1807.161395;1746.839912;678.79714;1028.664662;1829.352456;731.6652
939;1424.73305;1304.868368;560.40229;832.354612;1452.721068;742.11756
940;1439.73024;1104.92886;588.027755;910.878632;1470.655896;862.3197
941;1649.6909;1231.206444;698.529615;1256.38432;1650.004176;1134.08106
942;2234.58131;1662.654856;1164.216025;2182.967756;2214.951258;2283.84066
943;4446.666835;3156.9396;1831.17368;3470.761684;4080.17337;3093.89856
944;5871.399885;4893.25638;2150.839775;3824.119774;5452.187712;3015.50586
945;5466.475755;5156.33468;1937.729045;3313.713644;5111.42598;2309.97156
946;4221.708985;4240.822196;1610.16996;2811.159916;4071.205956;2529.47112
947;4371.680885;3819.896916;1807.49471;3172.370408;4492.674414;2837.81574
948;4679.12328;4356.576648;1890.371105;3282.304036;4851.370974;2707.16124
949;4439.16824;4367.09978;1803.548215;3140.9608;4600.283382;2670.57798
950;4386.678075;4209.2528;1803.548215;3133.108398;4609.250796;2780.32776
951;4454.16543;4219.775932;1839.06667;3164.518006;4707.89235;2775.10158
952;4454.16543;4219.775932;1886.42461;3250.894428;4725.827178;3120.02946
953;5031.557245;4461.807968;1992.979975;3423.647272;5147.295636;3140.93418
954;5294.00807;4567.039288;2131.1073;3729.89095;5147.295636;3407.46936
955;5691.433605;5072.149624;2213.983695;3863.381784;5532.894438;3235.00542
956;5421.484185;5145.811548;2150.839775;3777.005362;5183.165292;3245.45778
957;5383.99121;5093.195888;2139.00029;3674.924136;5102.458566;2989.37496
958;4971.568485;4893.25638;1803.548215;3148.813202;4564.413726;2330.87628
959;3846.779235;4104.02148;1444.41717;2481.359032;3739.411638;1735.09176
960;2946.947835;3177.985864;1085.286125;1837.462068;2869.57248;1259.50938
961;2204.58693;2336.135304;844.54993;1358.465546;2223.918672;1019.1051
962;1844.65437;1757.363044;694.58312;1036.517064;1847.287284;747.34374
963;1477.223215;1304.868368;576.18827;832.354612;1470.655896;747.34374
964;1507.217595;1104.92886;603.813735;910.878632;1488.590724;877.99824
965;1739.67404;1231.206444;722.208585;1256.38432;1685.873832;1160.21196
966;2354.55883;1652.131724;1207.62747;2175.115354;2223.918672;2325.6501
967;4731.613445;3135.893336;1890.371105;3439.352076;4044.303714;3156.61272
968;6268.82542;4851.163852;2202.14421;3784.857764;5290.77426;3078.22002
969;5863.90129;5103.71902;1977.193995;3298.00884;4950.012528;2377.9119
970;4514.15419;4230.299064;1629.902435;2795.455112;3954.629574;2607.86382
971;4619.13452;3788.32752;1811.441205;3140.9608;4331.260962;2910.98226
972;4911.579725;4303.960988;1894.3176;3250.894428;4654.087866;2796.0063
973;4604.13733;4314.48412;1795.655225;3085.993986;4447.837344;2733.29214
974;4469.16262;4135.590876;1771.976255;3062.43678;4438.86993;2806.45866
975;4521.652785;4135.590876;1787.762235;3101.69879;4528.54407;2733.29214
976;4521.652785;4135.590876;1815.3877;3211.632418;4546.478898;3036.41058
977;5084.04741;4388.146044;1961.408015;3392.237664;4976.91477;3130.48182
978;5346.498235;4556.516156;2111.374825;3667.071734;5030.719254;3428.37408
979;5706.430795;5009.010832;2194.25122;3784.857764;5416.318056;3245.45778
980;5428.98278;5040.580228;2127.160805;3698.481342;5057.621496;3266.3625
981;5383.99121;4987.964568;2131.1073;3596.400116;4958.979942;3031.1844
982;5069.05022;4798.548192;1736.4578;3085.993986;4474.739586;2299.5192
983;3771.793285;3998.79016;1397.05923;2442.097022;3676.63974;1703.73468
984;2916.953455;3125.370204;1112.91159;1923.83849;2905.442136;1573.08018
985;2632.006845;2557.121076;1010.30272;1586.185204;2654.354544;1055.68836
986;1882.147345;1988.871948;730.101575;1052.221868;1883.15694;810.0579
987;1477.223215;1336.437764;607.76023;824.50221;1479.62331;778.70082
988;1409.73586;1104.92886;580.134765;761.682994;1380.981756;684.62958
989;1297.256935;989.174408;552.5093;793.092602;1255.43796;742.11756
990;1462.226025;1020.743804;836.65694;1232.827114;1416.851412;1384.9377
991;2811.973125;1757.363044;1262.8784;2135.853344;2519.843334;2242.03122
992;4349.1851;3020.138884;1803.548215;3180.22281;3900.82509;3130.48182
993;5758.92096;4472.3311;2273.18112;3941.905804;5039.686668;3522.44532
994;6216.335255;5387.843584;2399.46896;4138.215854;5470.12254;3548.57622
995;6081.360545;5535.167432;2525.7568;4334.525904;5514.95961;3752.39724
996;6321.315585;5882.430788;2573.11474;4413.049924;5721.210132;3757.62342
997;6321.315585;5924.523316;2573.11474;4405.197522;5766.047202;3778.52814
998;6328.81418;5956.092712;2509.97082;4256.001884;5783.98203;3386.56464
999;5661.439225;5608.829356;2300.806585;3989.020216;5210.067534;3365.65992
1000;5608.94906;5335.227924;2324.485555;4036.134628;5183.165292;3438.82644
1001;5833.90691;5419.41298;2352.11102;3957.610608;5326.643916;3511.99296
1002;5901.394265;5324.704792;2454.71989;4208.887472;5281.806846;3684.4569
1003;6073.86195;5671.968148;2581.00773;4507.278748;5721.210132;4191.39636
1004;6703.74393;6219.171012;2750.707015;4711.4412;6313.059456;3799.43286
1005;6096.357735;6240.217276;2498.131335;4216.739874;5694.30789;3428.37408
1006;5428.98278;5629.87562;1969.301005;3502.171292;5057.621496;2341.32864
1007;3914.26659;4461.807968;1519.400575;2669.81668;3990.49923;1860.52008
1008;3134.41271;3472.63356;1243.145925;2135.853344;3228.26904;1578.30636
1009;2721.989985;2788.62998;1010.30272;1531.21839;2340.495054;1076.59308
1010;1949.6347;1936.256288;718.26209;981.55025;1605.167106;663.72486
1011;1304.75553;1199.637048;532.776825;691.011376;1058.154852;726.43902
1012;1379.74148;947.08188;556.455795;706.71618;1085.057094;668.95104
1013;1312.254125;936.558748;544.61631;738.125788;995.382954;705.5343
1014;1439.73024;947.08188;737.994565;1091.483878;1076.08968;1249.05702
1015;2564.51949;1557.423536;1140.537055;1908.133686;1856.254698;2001.62694
1016;3929.26378;2683.39866;1633.84893;2834.717122;2914.40955;2790.78012
1017;5234.01931;3935.651368;2115.32132;3682.776538;3981.531816;3511.99296
1018;6253.82823;5135.288416;2403.415455;4067.544236;4869.305802;3454.50498
1019;5931.388645;5429.936112;2458.666385;4263.854286;4689.957522;3606.0642
1020;6081.360545;5787.7226;2506.024325;4373.787914;5003.817012;3778.52814
1021;6193.83947;5914.000184;2513.917315;4389.492718;5183.165292;3752.39724
1022;5938.88724;5892.95392;2427.094425;4224.592276;5030.719254;3501.5406
1023;5481.472945;5608.829356;2273.18112;3981.167814;4734.794592;3464.95734
1024;5301.506665;5314.18166;2206.090705;3847.67698;4618.21821;3370.8861
1025;5219.02212;5145.811548;2099.53534;3596.400116;4555.446312;3120.02946
1026;4956.571295;4714.363136;2162.67926;3847.67698;4429.902516;3804.65904
1027;5908.89286;5356.274188;2478.39886;4334.525904;5541.861852;3820.33758
1028;5968.88162;5808.768864;2494.18484;4350.230708;5577.731508;3935.31354
1029;5983.87881;5914.000184;2462.61288;4177.477864;5568.764094;3449.2788
1030;5196.526335;5524.6443;1925.88956;3368.680458;4788.599076;2419.72134
1031;3929.26378;4282.914724;1527.293565;2606.997464;3640.770084;2095.69818
1032;3404.36213;3451.587296;1227.359945;2002.36251;2995.116276;1202.0214
1033;2167.093955;2441.366624;781.40601;1185.712702;1838.31987;846.64116
1034;1657.189495;1504.807876;611.706725;871.616622;1372.014342;715.98666
1035;1447.228835;1125.975124;548.562805;761.682994;1165.76382;715.98666
1036;1447.228835;1020.743804;560.40229;800.945004;1138.861578;773.47464
1037;1559.70776;1062.836332;639.33219;1052.221868;1192.666062;1008.65274
1038;2069.61222;1378.530292;1030.035195;1837.462068;1587.232278;2137.50762
1039;4109.23006;2683.39866;1716.725325;3085.993986;3022.018518;2952.7917
1040;5503.96873;4367.09978;2020.60544;3462.909282;4187.782338;2712.38742
1041;5024.05865;4609.131816;1803.548215;2999.617564;4026.368886;2278.61448
1042;4259.20196;3914.605104;1574.651505;2638.407072;3560.063358;2268.16212
1043;4169.21882;3514.726088;1689.09986;2889.683936;3604.900428;2586.9591
1044;4566.644355;3967.220764;1795.655225;3023.17477;4071.205956;2508.5664
1045;4409.17386;4030.359556;1740.404295;2921.093544;3981.531816;2519.01876
1046;4394.17667;3925.128236;1716.725325;2858.274328;3990.49923;2430.1737
1047;4251.703365;3809.373784;1689.09986;2811.159916;3882.890262;2581.73292
1048;4401.675265;3777.804388;1783.81574;2983.91276;4026.368886;2853.49428
1049;4851.590965;4061.928952;1906.157085;3164.518006;4420.935102;3057.3153
1050;5121.540385;4261.86846;2075.85637;3541.433302;4663.05528;3334.30284
1051;5406.486995;4840.64072;2178.46524;3745.595754;5183.165292;3245.45778
1052;5241.517905;5009.010832;2139.00029;3714.186146;5012.784426;3313.39812
1053;5241.517905;5030.057096;2099.53534;3588.547714;5003.817012;2937.11316
1054;4641.630305;4756.455664;1673.31388;2991.765162;4420.935102;2210.67414
1055;3689.30874;3893.55884;1361.540775;2347.868198;3577.998186;1609.66344
1056;2751.984365;2999.09262;1041.87468;1696.118832;2618.484888;1207.24758
1057;2137.099575;2178.288324;805.08498;1224.974712;1999.733322;867.54588
1058;1649.6909;1557.423536;627.492705;903.02623;1515.492966;731.6652
1059;1432.231645;1168.067652;564.348785;793.092602;1291.307616;726.43902
1060;1424.73305;1052.3132;572.241775;832.354612;1255.43796;783.927
1061;1544.71057;1115.451992;651.171675;1107.188682;1336.144686;1019.1051
1062;2054.61503;1441.669084;1132.644065;2041.62452;1793.4828;2294.29302
1063;4416.672455;3009.615752;1858.799145;3360.828056;3676.63974;3083.4462
1064;5803.91253;4756.455664;2135.053795;3635.662126;5075.556324;2759.42304
1065;5129.03898;4840.64072;1854.85265;3093.846388;4609.250796;2289.06684
1066;4259.20196;4040.882688;1614.116455;2716.931092;3918.759918;2283.84066
1067;4176.717415;3630.48054;1708.832335;2936.798348;3990.49923;2602.63764
1068;4521.652785;4040.882688;1807.49471;3070.289182;4394.03286;2524.24494
1069;4334.18791;4093.498348;1744.35079;2983.91276;4259.52165;2545.14966
1070;4311.692125;3998.79016;1716.725325;2921.093544;4277.456478;2466.75696
1071;4161.720225;3893.55884;1693.046355;2897.536338;4169.84751;2607.86382
1072;4296.694935;3893.55884;1787.762235;3054.584378;4313.326134;2879.62518
1073;4746.610635;4167.160272;1854.85265;3188.075212;4689.957522;2952.7917
1074;4889.08394;4282.914724;2012.71245;3525.728498;4779.631662;3229.77924
1075;5204.02493;4809.071324;2099.53534;3714.186146;5236.969776;3125.25564
1076;4994.06427;4966.918304;2064.016885;3682.776538;5030.719254;3177.51744
1077;4979.06708;4987.964568;2056.123895;3572.84291;4985.882184;2890.07754
1078;4514.15419;4735.4094;1720.67182;3038.879574;4456.804758;2299.5192
1079;3719.30312;3998.79016;1408.898715;2442.097022;3712.509396;1667.15142
1080;2796.975935;3104.32394;1065.55365;1790.347656;2788.865754;1275.18792
1081;2137.099575;2304.565908;820.87096;1311.351134;2179.081602;919.80768
1082;1657.189495;1662.654856;639.33219;973.697848;1667.939004;768.24846
1083;1432.231645;1252.252708;572.241775;855.911818;1425.818826;763.02228
1084;1424.73305;1136.498256;580.134765;887.321426;1398.916584;825.73644
1085;1537.211975;1178.590784;659.064665;1146.450692;1470.655896;1060.91454
1086;2062.113625;1504.807876;1112.91159;2096.591334;1981.798494;2330.87628
1087;4349.1851;3072.754544;1843.013165;3455.05688;3927.727332;3156.61272
1088;5743.92377;4893.25638;2139.00029;3729.89095;5299.741674;2806.45866
1089;5039.05584;4945.87204;1854.85265;3180.22281;4725.827178;2315.19774
1090;4161.720225;4125.067744;1614.116455;2811.159916;4026.368886;2336.10246
1091;4049.2413;3767.281256;1700.939345;3015.322368;4169.84751;2618.31618
1092;4341.686505;4125.067744;1787.762235;3140.9608;4546.478898;2519.01876
1093;4161.720225;4177.683404;1728.56481;3038.879574;4411.967688;2524.24494
1094;4131.725845;4061.928952;1700.939345;2976.060358;4438.86993;2435.39988
1095;3974.25535;3956.697632;1665.42089;2952.503152;4331.260962;2618.31618
1096;4094.23287;3956.697632;1764.083265;3093.846388;4474.739586;2895.30372
1097;4536.649975;4240.822196;1831.17368;3211.632418;4824.468732;2994.60114
1098;4761.607825;4293.437856;2000.872965;3510.023694;4788.599076;3250.68396
1099;5211.523525;4788.02506;2111.374825;3690.62894;5236.969776;3172.29126
1100;5061.551625;4924.825776;2083.74936;3667.071734;5039.686668;3245.45778
1101;5069.05022;4956.395172;2056.123895;3557.138106;5012.784426;2921.43462
1102;4634.13171;4724.886268;1783.81574;3078.141584;4456.804758;2435.39988
1103;3801.787665;4072.452084;1495.721605;2520.621042;3757.346466;1813.48446
1104;2856.964695;3220.078392;1108.965095;1861.019274;2833.702824;1337.90208
1105;2227.082715;2378.227832;852.44292;1374.17035;2250.820914;956.39094
1106;1724.67685;1736.31678;666.957655;1020.81226;1757.613144;804.83172
1107;1507.217595;1315.3915;595.920745;895.173828;1515.492966;799.60554
1108;1499.719;1178.590784;603.813735;926.583436;1488.590724;857.09352
1109;1634.69371;1231.206444;682.743635;1217.12231;1569.29745;1097.4978
1110;2174.59255;1588.992932;1164.216025;2151.558148;2098.374876;2419.72134
1111;4671.624685;3156.9396;1898.264095;3502.171292;4017.401472;3276.81486
1112;6051.366165;4956.395172;2162.67926;3769.15296;5344.578744;2910.98226
1113;5226.520715;4987.964568;1831.17368;3195.927614;4779.631662;2372.68572
1114;4259.20196;4156.63714;1570.70501;2850.421926;4089.140784;2367.45954
1115;4094.23287;3809.373784;1653.581405;3023.17477;4232.619408;2654.89944
1116;4394.17667;4146.114008;1736.4578;3148.813202;4582.348554;2566.05438
1117;4191.714605;4188.206536;1677.260375;3054.584378;4447.837344;2586.9591
1118;4139.22444;4093.498348;1645.688415;2991.765162;4474.739586;2482.4355
1119;3989.25254;3977.743896;1558.865525;2952.503152;4376.098032;2592.18528
1120;4086.734275;3967.220764;1689.09986;3093.846388;4519.576656;2874.399
1121;4544.14857;4240.822196;1815.3877;3180.22281;4878.273216;3057.3153
1122;4769.10642;4261.86846;1981.14049;3494.31889;4797.56649;3313.39812
1123;5196.526335;4777.501928;2103.481835;3698.481342;5254.904604;3219.32688
1124;5061.551625;4945.87204;2087.695855;3674.924136;5057.621496;3276.81486
1125;5076.548815;4977.441436;2099.53534;3564.990508;5012.784426;2989.37496
1126;4679.12328;4735.4094;1720.67182;3078.141584;4447.837344;2315.19774
1127;3741.798905;4051.40582;1420.7382;2473.50663;3748.379052;1682.82996
1128;2796.975935;3177.985864;1085.286125;1806.05246;2833.702824;1217.69994
1129;2182.091145;2304.565908;836.65694;1327.055938;2250.820914;877.99824
1130;1694.68247;1683.70112;655.11817;989.402652;1766.580558;736.89138
1131;1477.223215;1273.298972;588.027755;863.76422;1542.395208;731.6652
1132;1477.223215;1147.021388;595.920745;895.173828;1533.427794;789.15318
1133;1604.69933;1199.637048;678.79714;1177.8603;1623.101934;1019.1051
1134;2129.60098;1546.900404;1156.323035;2104.443736;2161.146774;2330.87628
1135;4551.647165;3093.800808;1894.3176;3368.680458;4133.977854;3130.48182
1136;5953.88443;4777.501928;2166.625755;3643.514528;5389.415814;2806.45866
1137;5189.02774;4819.594456;1839.06667;3101.69879;4779.631662;2304.74538
1138;4244.20477;4030.359556;1566.758515;2740.488298;4053.271128;2252.48358
1139;4101.731465;3662.049936;1641.74192;2913.241142;4187.782338;2534.6973
1140;4431.669645;3988.267028;1728.56481;3038.879574;4537.511484;2435.39988
1141;4259.20196;4040.882688;1665.42089;2936.798348;4385.065446;2440.62606
1142;4236.706175;3935.651368;1637.795425;2881.831534;4403.000274;2341.32864
1143;4109.23006;3830.420048;1598.330475;2850.421926;4295.391306;2440.62606
1144;4259.20196;3819.896916;1677.260375;3007.469966;4411.967688;2701.93506
1145;4709.11766;4093.498348;1760.13677;3101.69879;4734.794592;2848.2681
