Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,,
,,,,,,,,6453,21618,30338,11403,22884,23586,13406,,,
,,,,,,,,6454,20294,28480,10496,21236,21797,12421,,,
,,,,,,,,6455,18421,25852,9852,19727,19927,11682,,,
,,,,,,,,6456,16686,23416,9328,18463,18557,11268,,,
,,,,,,,,6457,15665,21984,9052,17751,17805,10966,,,
,,,,,,,,6458,15015,21072,8927,17273,17465,10722,,,
,,,,,,,,6459,14673,20592,8886,17161,17307,10725,,,
,,,,,,,,6460,14498,20347,9111,17507,17628,11027,,,
,,,,,,,,6461,14078,19370,9739,18367,18793,11515,,,
,,,,,,,,6462,12781,17625,10509,18148,20889,12028,,,
,,,,,,,,6463,12377,17478,10924,18272,22732,12212,,,
,,,,,,,,6464,11787,16960,11084,18608,23389,12468,,,
,,,,,,,,6465,11947,17023,11206,18752,23469,12554,,,
,,,,,,,,6466,12499,17566,11335,19146,23303,12658,,,
,,,,,,,,6467,13679,18735,11635,20043,23471,12667,,,
,,,,,,,,6468,16470,20621,11810,21201,23571,12614,,,
,,,,,,,,6469,19024,22889,11899,22506,23623,12579,,,
,,,,,,,,6470,20710,26142,12058,24026,23703,12654,,,
,,,,,,,,6471,22053,29804,12162,25502,23807,12723,,,
,,,,,,,,6472,23505,33004,12225,26740,23471,12760,,,
,,,,,,,,6473,24147,33886,12216,27188,23777,12863,,,
,,,,,,,,6474,23692,33248,12155,26738,23754,12858,,,
,,,,,,,,6475,22849,32066,12203,26458,23849,13102,,,
,,,,,,,,6476,22876,32104,12063,25503,24166,12906,,,
,,,,,,,,6477,22415,31456,11452,24038,23542,12290,,,
,,,,,,,,6478,20839,29245,10564,22567,21787,11504,,,
,,,,,,,,6479,18905,26531,9859,20794,19900,10916,,,
,,,,,,,,6480,16999,23854,9370,19698,18452,10605,,,
,,,,,,,,6481,15807,22183,9068,18732,17666,10415,,,
,,,,,,,,6482,15063,21138,8893,18136,17226,10231,,,
,,,,,,,,6483,14579,20460,8852,17830,17149,10160,,,
,,,,,,,,6484,14320,20097,9046,18063,17420,10476,,,
,,,,,,,,6485,14061,19311,9632,18943,18464,11146,,,
,,,,,,,,6486,13472,17866,10403,18120,20507,11698,,,
,,,,,,,,6487,12756,17536,10824,17685,22412,11727,,,
,,,,,,,,6488,12050,18242,11033,17702,23135,11952,,,
,,,,,,,,6489,11730,18410,11237,18146,23364,12017,,,
,,,,,,,,6490,11960,18762,11404,19037,23498,12159,,,
,,,,,,,,6491,13094,19399,11646,20090,23773,12179,,,
,,,,,,,,6492,14732,21103,11798,21276,23872,12386,,,
,,,,,,,,6493,16622,23667,12072,22685,24164,12424,,,
,,,,,,,,6494,19050,27165,12288,24275,24443,12653,,,
,,,,,,,,6495,21658,31007,12479,26126,24655,12929,,,
,,,,,,,,6496,24364,34691,12618,27449,24850,12907,,,
,,,,,,,,6497,25462,35731,12627,27694,24926,12949,,,
,,,,,,,,6498,25085,35204,12516,27086,24702,12907,,,
,,,,,,,,6499,24248,34028,12526,26788,24721,13149,,,
,,,,,,,,6500,24181,33934,12250,25893,24786,12987,,,
,,,,,,,,6501,23496,32973,11611,24364,24011,12329,,,
,,,,,,,,6502,21781,30566,10736,22942,22282,11491,,,
,,,,,,,,6503,19552,27439,10011,21199,20281,10978,,,
,,,,,,,,6504,17542,24617,9485,19784,18752,10543,,,
,,,,,,,,6505,16035,22504,9178,18785,17911,10356,,,
,,,,,,,,6506,15079,21161,9012,18181,17390,10253,,,
,,,,,,,,6507,14687,20611,8915,17883,17158,10165,,,
,,,,,,,,6508,14533,20396,9057,18012,17327,10349,,,
,,,,,,,,6509,14121,19515,9635,18752,18300,10885,,,
,,,,,,,,6510,12831,17616,10303,17778,20061,11434,,,
,,,,,,,,6511,12097,16719,10703,17238,21891,11526,,,
,,,,,,,,6512,11350,16022,11035,17026,22876,11784,,,
,,,,,,,,6513,11509,16454,11245,17261,23146,11876,,,
,,,,,,,,6514,12376,17875,11501,17766,23486,12054,,,
,,,,,,,,6515,13715,19879,11726,18450,23780,12310,,,
,,,,,,,,6516,15482,22417,11931,19396,23972,12461,,,
,,,,,,,,6517,17529,25347,12224,20676,24324,12660,,,
,,,,,,,,6518,20076,28948,12509,22144,24567,12748,,,
,,,,,,,,6519,22855,32824,12777,23620,24793,12910,,,
,,,,,,,,6520,25397,36176,12903,24954,24997,12983,,,
,,,,,,,,6521,26524,37223,12798,25383,24936,12947,,,
,,,,,,,,6522,26036,36539,12487,24819,24482,12727,,,
,,,,,,,,6523,25027,35122,12269,24377,24159,12765,,,
,,,,,,,,6524,24700,34663,12058,23507,24059,12618,,,
,,,,,,,,6525,23911,33557,11502,22311,23286,12149,,,
,,,,,,,,6526,22268,31250,10737,21475,21819,11430,,,
,,,,,,,,6527,20280,28459,10035,20083,20086,10926,,,
,,,,,,,,6528,18359,25765,9510,18857,18694,10560,,,
,,,,,,,,6529,16833,23622,9116,18029,17702,10394,,,
,,,,,,,,6530,15753,22108,8889,17410,17124,10254,,,
,,,,,,,,6531,14971,21009,8775,16995,16856,10136,,,
,,,,,,,,6532,14448,20276,8780,16882,16801,10200,,,
,,,,,,,,6533,13754,18911,8981,17010,17099,10385,,,
,,,,,,,,6534,11897,16368,9128,15560,17631,10455,,,
,,,,,,,,6535,10326,14356,9418,14986,18529,10503,,,
,,,,,,,,6536,9512,13154,9917,15163,19676,10914,,,
,,,,,,,,6537,9930,13881,10462,15801,20913,11461,,,
,,,,,,,,6538,10695,15465,10805,16677,21719,11702,,,
,,,,,,,,6539,11946,17471,11077,17727,22044,11854,,,
,,,,,,,,6540,13807,20093,11406,18970,22190,12029,,,
,,,,,,,,6541,15922,23106,11732,20366,22329,11981,,,
,,,,,,,,6542,18198,26329,12053,22048,22524,12287,,,
,,,,,,,,6543,20791,29921,12323,23768,22708,12554,,,
,,,,,,,,6544,23405,33391,12534,25202,22982,12744,,,
,,,,,,,,6545,24332,34146,12512,25766,23052,12951,,,
,,,,,,,,6546,24003,33685,12315,25159,22845,12771,,,
,,,,,,,,6547,23198,32554,12127,24459,22886,12940,,,
,,,,,,,,6548,22932,32182,11894,23349,22940,12759,,,
,,,,,,,,6549,22105,31021,11340,22032,22323,12225,,,
,,,,,,,,6550,20825,29225,10625,21172,21016,11640,,,
,,,,,,,,6551,19144,26865,9944,19746,19455,11046,,,
,,,,,,,,6552,17468,24513,9459,18617,18181,10700,,,
,,,,,,,,6553,15935,22362,9416,20046,17704,10903,,,
,,,,,,,,6554,15239,21385,9168,19392,17112,10755,,,
,,,,,,,,6555,14733,20675,9011,18940,16824,10609,,,
,,,,,,,,6556,14316,20092,8952,18694,16656,10588,,,
,,,,,,,,6557,13556,18789,9049,18590,16869,10716,,,
,,,,,,,,6558,11820,16332,9158,17367,17219,10606,,,
,,,,,,,,6559,10094,13788,9401,16827,17776,10645,,,
,,,,,,,,6560,8817,12219,9909,17274,18894,11058,,,
,,,,,,,,6561,8873,12360,10494,18329,20237,11372,,,
,,,,,,,,6562,9906,13416,10954,19609,21057,11837,,,
,,,,,,,,6563,11515,15184,11426,20998,21667,12033,,,
,,,,,,,,6564,13253,17701,11924,22194,21970,12331,,,
,,,,,,,,6565,14651,20615,12361,23381,22201,12740,,,
,,,,,,,,6566,16609,23944,12713,24867,22316,13226,,,
,,,,,,,,6567,19102,27518,13036,26385,22444,13865,,,
,,,,,,,,6568,21529,30730,13216,27617,22634,14387,,,
,,,,,,,,6569,22626,31752,13222,27817,22836,14599,,,
,,,,,,,,6570,22361,31381,13060,27112,23152,14550,,,
,,,,,,,,6571,21743,30513,12948,26916,23300,14551,,,
,,,,,,,,6572,21784,30570,12683,25918,23458,14297,,,
,,,,,,,,6573,21467,30125,11982,24419,22790,13765,,,
,,,,,,,,6574,20111,28224,11116,22854,21199,12985,,,
,,,,,,,,6575,18283,25657,10352,21370,19445,12296,,,
,,,,,,,,6576,16718,23461,9793,20131,18165,11871,,,
,,,,,,,,6577,15745,22096,9437,19372,17389,11575,,,
,,,,,,,,6578,15214,21351,9278,18898,17006,11402,,,
,,,,,,,,6579,14905,20918,9222,18708,16879,11294,,,
,,,,,,,,6580,14752,20702,9409,19023,17085,11451,,,
,,,,,,,,6581,14195,19842,10008,19879,18119,12065,,,
,,,,,,,,6582,13170,19000,10721,19760,20029,12473,,,
,,,,,,,,6583,12368,18909,11261,19351,21858,12561,,,
,,,,,,,,6584,11997,19760,11588,19434,22785,12743,,,
,,,,,,,,6585,12218,20882,11952,20053,23204,13110,,,
,,,,,,,,6586,13042,21352,12227,21179,23512,13480,,,
,,,,,,,,6587,14258,21568,12408,22219,23741,13737,,,
,,,,,,,,6588,15640,22886,12671,23621,23876,14172,,,
,,,,,,,,6589,16705,24858,12854,24963,23997,14604,,,
,,,,,,,,6590,18212,28519,13077,26425,24031,15066,,,
,,,,,,,,6591,20101,30914,13162,27750,23939,15481,,,
,,,,,,,,6592,22336,32197,13170,28976,23852,15778,,,
,,,,,,,,6593,24963,35033,13054,29368,23841,15832,,,
,,,,,,,,6594,24563,34470,12872,28778,23785,15464,,,
,,,,,,,,6595,23662,33206,12810,28415,23919,15504,,,
,,,,,,,,6596,23484,32956,12622,27446,24178,15213,,,
,,,,,,,,6597,22995,32270,11909,25803,23456,14400,,,
,,,,,,,,6598,21477,30139,11072,23733,21776,13323,,,
,,,,,,,,6599,19464,27316,10371,21809,19995,12561,,,
,,,,,,,,6600,17731,24884,9850,20588,18591,11974,,,
,,,,,,,,6601,16235,22783,9500,19619,17738,11546,,,
,,,,,,,,6602,15565,21844,9297,19011,17383,11327,,,
,,,,,,,,6603,15187,21312,9227,18764,17261,11218,,,
,,,,,,,,6604,14967,21004,9394,18974,17533,11455,,,
,,,,,,,,6605,14671,20023,10016,19819,18627,12013,,,
,,,,,,,,6606,13738,18602,10775,19804,20598,12657,,,
,,,,,,,,6607,13028,17640,11177,19217,22574,12676,,,
,,,,,,,,6608,13519,17177,11424,18669,23312,12877,,,
,,,,,,,,6609,13624,17339,11683,18778,23417,13214,,,
,,,,,,,,6610,14053,18055,11871,19152,23539,13634,,,
,,,,,,,,6611,13719,19308,12035,19809,23550,14023,,,
,,,,,,,,6612,14675,20880,12215,20561,23578,14316,,,
,,,,,,,,6613,16509,22870,12284,21269,23689,14597,,,
,,,,,,,,6614,18265,25573,12328,21886,23747,14663,,,
,,,,,,,,6615,20666,28746,12262,22533,23646,14705,,,
,,,,,,,,6616,22619,31763,12164,23515,23660,14638,,,
,,,,,,,,6617,23160,32501,12033,24153,23679,14597,,,
,,,,,,,,6618,22657,31795,11950,24164,23622,14411,,,
,,,,,,,,6619,21900,30733,12023,24483,23785,14449,,,
,,,,,,,,6620,21965,30825,11950,23993,24115,14038,,,
,,,,,,,,6621,21618,30338,11403,22884,23586,13406,,,
,,,,,,,,6622,20294,28480,10496,21236,21797,12421,,,
,,,,,,,,6623,18421,25852,9852,19727,19927,11682,,,
,,,,,,,,6624,16686,23416,9328,18463,18557,11268,,,
,,,,,,,,6625,15665,21984,9052,17751,17805,10966,,,
,,,,,,,,6626,15015,21072,8927,17273,17465,10722,,,
,,,,,,,,6627,14673,20592,8886,17161,17307,10725,,,
,,,,,,,,6628,14498,20347,9111,17507,17628,11027,,,
,,,,,,,,6629,14078,19370,9739,18367,18793,11515,,,
,,,,,,,,6630,12781,17625,10509,18148,20889,12028,,,
,,,,,,,,6631,12377,17478,10924,18272,22732,12212,,,
,,,,,,,,6632,11787,16960,11084,18608,23389,12468,,,
,,,,,,,,6633,11947,17023,11206,18752,23469,12554,,,
,,,,,,,,6634,12499,17566,11335,19146,23303,12658,,,
,,,,,,,,6635,13679,18735,11635,20043,23471,12667,,,
,,,,,,,,6636,16470,20621,11810,21201,23571,12614,,,
,,,,,,,,6637,19024,22889,11899,22506,23623,12579,,,
,,,,,,,,6638,20710,26142,12058,24026,23703,12654,,,
,,,,,,,,6639,22053,29804,12162,25502,23807,12723,,,
,,,,,,,,6640,23505,33004,12225,26740,23471,12760,,,
,,,,,,,,6641,24147,33886,12216,27188,23777,12863,,,
,,,,,,,,6642,23692,33248,12155,26738,23754,12858,,,
,,,,,,,,6643,22849,32066,12203,26458,23849,13102,,,
,,,,,,,,6644,22876,32104,12063,25503,24166,12906,,,
,,,,,,,,6645,22415,31456,11452,24038,23542,12290,,,
,,,,,,,,6646,20839,29245,10564,22567,21787,11504,,,
,,,,,,,,6647,18905,26531,9859,20794,19900,10916,,,
,,,,,,,,6648,16999,23854,9370,19698,18452,10605,,,
,,,,,,,,6649,15807,22183,9068,18732,17666,10415,,,
,,,,,,,,6650,15063,21138,8893,18136,17226,10231,,,
,,,,,,,,6651,14579,20460,8852,17830,17149,10160,,,
,,,,,,,,6652,14320,20097,9046,18063,17420,10476,,,
,,,,,,,,6653,14061,19311,9632,18943,18464,11146,,,
,,,,,,,,6654,13472,17866,10403,18120,20507,11698,,,
,,,,,,,,6655,12756,17536,10824,17685,22412,11727,,,
,,,,,,,,6656,12050,18242,11033,17702,23135,11952,,,
,,,,,,,,6657,11730,18410,11237,18146,23364,12017,,,
,,,,,,,,6658,11960,18762,11404,19037,23498,12159,,,
,,,,,,,,6659,13094,19399,11646,20090,23773,12179,,,
,,,,,,,,6660,14732,21103,11798,21276,23872,12386,,,
,,,,,,,,6661,16622,23667,12072,22685,24164,12424,,,
,,,,,,,,6662,19050,27165,12288,24275,24443,12653,,,
,,,,,,,,6663,21658,31007,12479,26126,24655,12929,,,
,,,,,,,,6664,24364,34691,12618,27449,24850,12907,,,
,,,,,,,,6665,25462,35731,12627,27694,24926,12949,,,
,,,,,,,,6666,25085,35204,12516,27086,24702,12907,,,
,,,,,,,,6667,24248,34028,12526,26788,24721,13149,,,
,,,,,,,,6668,24181,33934,12250,25893,24786,12987,,,
,,,,,,,,6669,23496,32973,11611,24364,24011,12329,,,
,,,,,,,,6670,21781,30566,10736,22942,22282,11491,,,
,,,,,,,,6671,19552,27439,10011,21199,20281,10978,,,
,,,,,,,,6672,17542,24617,9485,19784,18752,10543,,,
,,,,,,,,6673,16035,22504,9178,18785,17911,10356,,,
,,,,,,,,6674,15079,21161,9012,18181,17390,10253,,,
,,,,,,,,6675,14687,20611,8915,17883,17158,10165,,,
,,,,,,,,6676,14533,20396,9057,18012,17327,10349,,,
,,,,,,,,6677,14121,19515,9635,18752,18300,10885,,,
,,,,,,,,6678,12831,17616,10303,17778,20061,11434,,,
,,,,,,,,6679,12097,16719,10703,17238,21891,11526,,,
,,,,,,,,6680,11350,16022,11035,17026,22876,11784,,,
,,,,,,,,6681,11509,16454,11245,17261,23146,11876,,,
,,,,,,,,6682,12376,17875,11501,17766,23486,12054,,,
,,,,,,,,6683,13715,19879,11726,18450,23780,12310,,,
,,,,,,,,6684,15482,22417,11931,19396,23972,12461,,,
,,,,,,,,6685,17529,25347,12224,20676,24324,12660,,,
,,,,,,,,6686,20076,28948,12509,22144,24567,12748,,,
,,,,,,,,6687,22855,32824,12777,23620,24793,12910,,,
,,,,,,,,6688,25397,36176,12903,24954,24997,12983,,,
,,,,,,,,6689,26524,37223,12798,25383,24936,12947,,,
,,,,,,,,6690,26036,36539,12487,24819,24482,12727,,,
,,,,,,,,6691,25027,35122,12269,24377,24159,12765,,,
,,,,,,,,6692,24700,34663,12058,23507,24059,12618,,,
,,,,,,,,6693,23911,33557,11502,22311,23286,12149,,,
,,,,,,,,6694,22268,31250,10737,21475,21819,11430,,,
,,,,,,,,6695,20280,28459,10035,20083,20086,10926,,,
,,,,,,,,6696,18359,25765,9510,18857,18694,10560,,,
,,,,,,,,6697,16833,23622,9116,18029,17702,10394,,,
,,,,,,,,6698,15753,22108,8889,17410,17124,10254,,,
,,,,,,,,6699,14971,21009,8775,16995,16856,10136,,,
,,,,,,,,6700,14448,20276,8780,16882,16801,10200,,,
,,,,,,,,6701,13754,18911,8981,17010,17099,10385,,,
,,,,,,,,6702,11897,16368,9128,15560,17631,10455,,,
,,,,,,,,6703,10326,14356,9418,14986,18529,10503,,,
,,,,,,,,6704,9512,13154,9917,15163,19676,10914,,,
,,,,,,,,6705,9930,13881,10462,15801,20913,11461,,,
,,,,,,,,6706,10695,15465,10805,16677,21719,11702,,,
,,,,,,,,6707,11946,17471,11077,17727,22044,11854,,,
,,,,,,,,6708,13807,20093,11406,18970,22190,12029,,,
,,,,,,,,6709,15922,23106,11732,20366,22329,11981,,,
,,,,,,,,6710,18198,26329,12053,22048,22524,12287,,,
,,,,,,,,6711,20791,29921,12323,23768,22708,12554,,,
,,,,,,,,6712,23405,33391,12534,25202,22982,12744,,,
,,,,,,,,6713,24332,34146,12512,25766,23052,12951,,,
,,,,,,,,6714,24003,33685,12315,25159,22845,12771,,,
,,,,,,,,6715,23198,32554,12127,24459,22886,12940,,,
,,,,,,,,6716,22932,32182,11894,23349,22940,12759,,,
,,,,,,,,6717,22105,31021,11340,22032,22323,12225,,,
,,,,,,,,6718,20825,29225,10625,21172,21016,11640,,,
,,,,,,,,6719,19144,26865,9944,19746,19455,11046,,,
,,,,,,,,6720,17468,24513,9459,18617,18181,10700,,,
,,,,,,,,6721,15935,22362,9416,20046,17704,10903,,,
,,,,,,,,6722,15239,21385,9168,19392,17112,10755,,,
,,,,,,,,6723,14733,20675,9011,18940,16824,10609,,,
,,,,,,,,6724,14316,20092,8952,18694,16656,10588,,,
,,,,,,,,6725,13556,18789,9049,18590,16869,10716,,,
,,,,,,,,6726,11820,16332,9158,17367,17219,10606,,,
,,,,,,,,6727,10094,13788,9401,16827,17776,10645,,,
,,,,,,,,6728,8817,12219,9909,17274,18894,11058,,,
,,,,,,,,6729,8873,12360,10494,18329,20237,11372,,,
,,,,,,,,6730,9906,13416,10954,19609,21057,11837,,,
,,,,,,,,6731,11515,15184,11426,20998,21667,12033,,,
,,,,,,,,6732,13253,17701,11924,22194,21970,12331,,,
,,,,,,,,6733,14651,20615,12361,23381,22201,12740,,,
,,,,,,,,6734,16609,23944,12713,24867,22316,13226,,,
,,,,,,,,6735,19102,27518,13036,26385,22444,13865,,,
,,,,,,,,6736,21529,30730,13216,27617,22634,14387,,,
,,,,,,,,6737,22626,31752,13222,27817,22836,14599,,,
,,,,,,,,6738,22361,31381,13060,27112,23152,14550,,,
,,,,,,,,6739,21743,30513,12948,26916,23300,14551,,,
,,,,,,,,6740,21784,30570,12683,25918,23458,14297,,,
,,,,,,,,6741,21467,30125,11982,24419,22790,13765,,,
,,,,,,,,6742,20111,28224,11116,22854,21199,12985,,,
,,,,,,,,6743,18283,25657,10352,21370,19445,12296,,,
,,,,,,,,6744,16718,23461,9793,20131,18165,11871,,,
,,,,,,,,6745,15745,22096,9437,19372,17389,11575,,,
,,,,,,,,6746,15214,21351,9278,18898,17006,11402,,,
,,,,,,,,6747,14905,20918,9222,18708,16879,11294,,,
,,,,,,,,6748,14752,20702,9409,19023,17085,11451,,,
,,,,,,,,6749,14195,19842,10008,19879,18119,12065,,,
,,,,,,,,6750,13170,19000,10721,19760,20029,12473,,,
,,,,,,,,6751,12368,18909,11261,19351,21858,12561,,,
,,,,,,,,6752,11997,19760,11588,19434,22785,12743,,,
,,,,,,,,6753,12218,20882,11952,20053,23204,13110,,,
,,,,,,,,6754,13042,21352,12227,21179,23512,13480,,,
,,,,,,,,6755,14258,21568,12408,22219,23741,13737,,,
,,,,,,,,6756,15640,22886,12671,23621,23876,14172,,,
,,,,,,,,6757,16705,24858,12854,24963,23997,14604,,,
,,,,,,,,6758,18212,28519,13077,26425,24031,15066,,,
,,,,,,,,6759,20101,30914,13162,27750,23939,15481,,,
,,,,,,,,6760,22336,32197,13170,28976,23852,15778,,,
,,,,,,,,6761,24963,35033,13054,29368,23841,15832,,,
,,,,,,,,6762,24563,34470,12872,28778,23785,15464,,,
,,,,,,,,6763,23662,33206,12810,28415,23919,15504,,,
,,,,,,,,6764,23484,32956,12622,27446,24178,15213,,,
,,,,,,,,6765,22995,32270,11909,25803,23456,14400,,,
,,,,,,,,6766,21477,30139,11072,23733,21776,13323,,,
,,,,,,,,6767,19464,27316,10371,21809,19995,12561,,,
,,,,,,,,6768,17731,24884,9850,20588,18591,11974,,,
,,,,,,,,6769,16235,22783,9500,19619,17738,11546,,,
,,,,,,,,6770,15565,21844,9297,19011,17383,11327,,,
,,,,,,,,6771,15187,21312,9227,18764,17261,11218,,,
,,,,,,,,6772,14967,21004,9394,18974,17533,11455,,,
,,,,,,,,6773,14671,20023,10016,19819,18627,12013,,,
,,,,,,,,6774,13738,18602,10775,19804,20598,12657,,,
,,,,,,,,6775,13028,17640,11177,19217,22574,12676,,,
,,,,,,,,6776,13519,17177,11424,18669,23312,12877,,,
,,,,,,,,6777,13624,17339,11683,18778,23417,13214,,,
,,,,,,,,6778,14053,18055,11871,19152,23539,13634,,,
,,,,,,,,6779,13719,19308,12035,19809,23550,14023,,,
,,,,,,,,6780,14675,20880,12215,20561,23578,14316,,,
,,,,,,,,6781,16509,22870,12284,21269,23689,14597,,,
,,,,,,,,6782,18265,25573,12328,21886,23747,14663,,,
,,,,,,,,6783,20666,28746,12262,22533,23646,14705,,,
,,,,,,,,6784,22619,31763,12164,23515,23660,14638,,,
,,,,,,,,6785,23160,32501,12033,24153,23679,14597,,,
,,,,,,,,6786,22657,31795,11950,24164,23622,14411,,,
,,,,,,,,6787,21900,30733,12023,24483,23785,14449,,,
,,,,,,,,6788,21965,30825,11950,23993,24115,14038,,,
,,,,,,,,6789,21618,30338,11403,22884,23586,13406,,,
,,,,,,,,6790,20294,28480,10496,21236,21797,12421,,,
,,,,,,,,6791,18421,25852,9852,19727,19927,11682,,,
,,,,,,,,6792,16686,23416,9328,18463,18557,11268,,,
,,,,,,,,6793,15665,21984,9052,17751,17805,10966,,,
,,,,,,,,6794,15015,21072,8927,17273,17465,10722,,,
,,,,,,,,6795,14673,20592,8886,17161,17307,10725,,,
,,,,,,,,6796,14498,20347,9111,17507,17628,11027,,,
,,,,,,,,6797,14078,19370,9739,18367,18793,11515,,,
,,,,,,,,6798,12781,17625,10509,18148,20889,12028,,,
,,,,,,,,6799,12377,17478,10924,18272,22732,12212,,,
,,,,,,,,6800,11787,16960,11084,18608,23389,12468,,,
,,,,,,,,6801,11947,17023,11206,18752,23469,12554,,,
,,,,,,,,6802,12499,17566,11335,19146,23303,12658,,,
,,,,,,,,6803,13679,18735,11635,20043,23471,12667,,,
,,,,,,,,6804,16470,20621,11810,21201,23571,12614,,,
,,,,,,,,6805,19024,22889,11899,22506,23623,12579,,,
,,,,,,,,6806,20710,26142,12058,24026,23703,12654,,,
,,,,,,,,6807,22053,29804,12162,25502,23807,12723,,,
,,,,,,,,6808,23505,33004,12225,26740,23471,12760,,,
,,,,,,,,6809,24147,33886,12216,27188,23777,12863,,,
,,,,,,,,6810,23692,33248,12155,26738,23754,12858,,,
,,,,,,,,6811,22849,32066,12203,26458,23849,13102,,,
,,,,,,,,6812,22876,32104,12063,25503,24166,12906,,,
,,,,,,,,6813,22415,31456,11452,24038,23542,12290,,,
,,,,,,,,6814,20839,29245,10564,22567,21787,11504,,,
,,,,,,,,6815,18905,26531,9859,20794,19900,10916,,,
,,,,,,,,6816,16999,23854,9370,19698,18452,10605,,,
,,,,,,,,6817,15807,22183,9068,18732,17666,10415,,,
,,,,,,,,6818,15063,21138,8893,18136,17226,10231,,,
,,,,,,,,6819,14579,20460,8852,17830,17149,10160,,,
,,,,,,,,6820,14320,20097,9046,18063,17420,10476,,,
,,,,,,,,6821,14061,19311,9632,18943,18464,11146,,,
,,,,,,,,6822,13472,17866,10403,18120,20507,11698,,,
,,,,,,,,6823,12756,17536,10824,17685,22412,11727,,,
,,,,,,,,6824,12050,18242,11033,17702,23135,11952,,,
,,,,,,,,6825,11730,18410,11237,18146,23364,12017,,,
,,,,,,,,6826,11960,18762,11404,19037,23498,12159,,,
,,,,,,,,6827,13094,19399,11646,20090,23773,12179,,,
,,,,,,,,6828,14732,21103,11798,21276,23872,12386,,,
,,,,,,,,6829,16622,23667,12072,22685,24164,12424,,,
,,,,,,,,6830,19050,27165,12288,24275,24443,12653,,,
,,,,,,,,6831,21658,31007,12479,26126,24655,12929,,,
,,,,,,,,6832,24364,34691,12618,27449,24850,12907,,,
,,,,,,,,6833,25462,35731,12627,27694,24926,12949,,,
,,,,,,,,6834,25085,35204,12516,27086,24702,12907,,,
,,,,,,,,6835,24248,34028,12526,26788,24721,13149,,,
,,,,,,,,6836,24181,33934,12250,25893,24786,12987,,,
,,,,,,,,6837,23496,32973,11611,24364,24011,12329,,,
,,,,,,,,6838,21781,30566,10736,22942,22282,11491,,,
,,,,,,,,6839,19552,27439,10011,21199,20281,10978,,,
,,,,,,,,6840,17542,24617,9485,19784,18752,10543,,,
,,,,,,,,6841,16035,22504,9178,18785,17911,10356,,,
,,,,,,,,6842,15079,21161,9012,18181,17390,10253,,,
,,,,,,,,6843,14687,20611,8915,17883,17158,10165,,,
,,,,,,,,6844,14533,20396,9057,18012,17327,10349,,,
,,,,,,,,6845,14121,19515,9635,18752,18300,10885,,,
,,,,,,,,6846,12831,17616,10303,17778,20061,11434,,,
,,,,,,,,6847,12097,16719,10703,17238,21891,11526,,,
,,,,,,,,6848,11350,16022,11035,17026,22876,11784,,,
,,,,,,,,6849,11509,16454,11245,17261,23146,11876,,,
,,,,,,,,6850,12376,17875,11501,17766,23486,12054,,,
,,,,,,,,6851,13715,19879,11726,18450,23780,12310,,,
,,,,,,,,6852,15482,22417,11931,19396,23972,12461,,,
,,,,,,,,6853,17529,25347,12224,20676,24324,12660,,,
,,,,,,,,6854,20076,28948,12509,22144,24567,12748,,,
,,,,,,,,6855,22855,32824,12777,23620,24793,12910,,,
,,,,,,,,6856,25397,36176,12903,24954,24997,12983,,,
,,,,,,,,6857,26524,37223,12798,25383,24936,12947,,,
,,,,,,,,6858,26036,36539,12487,24819,24482,12727,,,
,,,,,,,,6859,25027,35122,12269,24377,24159,12765,,,
,,,,,,,,6860,24700,34663,12058,23507,24059,12618,,,
,,,,,,,,6861,23911,33557,11502,22311,23286,12149,,,
,,,,,,,,6862,22268,31250,10737,21475,21819,11430,,,
,,,,,,,,6863,20280,28459,10035,20083,20086,10926,,,
,,,,,,,,6864,18359,25765,9510,18857,18694,10560,,,
,,,,,,,,6865,16833,23622,9116,18029,17702,10394,,,
,,,,,,,,6866,15753,22108,8889,17410,17124,10254,,,
,,,,,,,,6867,14971,21009,8775,16995,16856,10136,,,
,,,,,,,,6868,14448,20276,8780,16882,16801,10200,,,
,,,,,,,,6869,13754,18911,8981,17010,17099,10385,,,
,,,,,,,,6870,11897,16368,9128,15560,17631,10455,,,
,,,,,,,,6871,10326,14356,9418,14986,18529,10503,,,
,,,,,,,,6872,9512,13154,9917,15163,19676,10914,,,
,,,,,,,,6873,9930,13881,10462,15801,20913,11461,,,
,,,,,,,,6874,10695,15465,10805,16677,21719,11702,,,
,,,,,,,,6875,11946,17471,11077,17727,22044,11854,,,
,,,,,,,,6876,13807,20093,11406,18970,22190,12029,,,
,,,,,,,,6877,15922,23106,11732,20366,22329,11981,,,
,,,,,,,,6878,18198,26329,12053,22048,22524,12287,,,
,,,,,,,,6879,20791,29921,12323,23768,22708,12554,,,
,,,,,,,,6880,23405,33391,12534,25202,22982,12744,,,
,,,,,,,,6881,24332,34146,12512,25766,23052,12951,,,
,,,,,,,,6882,24003,33685,12315,25159,22845,12771,,,
,,,,,,,,6883,23198,32554,12127,24459,22886,12940,,,
,,,,,,,,6884,22932,32182,11894,23349,22940,12759,,,
,,,,,,,,6885,22105,31021,11340,22032,22323,12225,,,
